trip_id,driver_id,distance_km,fare_amount,timestamp
18c36d6a-caaf-4a8e-9a33-dc8a3c4d6931,25,26.34,52.48,2025-10-22 11:35:38
cff75cb5-eff0-4d15-a29b-0ed9baa520d0,40,41.03,76.7,2025-10-22 11:35:56
74cb0f42-24b5-4c5f-89f1-fb4725fbfe25,35,41.9,81.92,2025-10-22 11:35:57
ea6ddaf5-f9b9-40a6-b5cc-3109920f9cca,9,21.17,42.6,2025-10-22 11:36:01
3cdf529a-f92a-4ceb-80ac-6f39d9641a80,10,40.94,73.77,2025-10-22 11:36:18
248b1bc2-7927-4ea5-b5e4-7059423267e6,31,45.14,84.2,2025-10-22 11:36:34
f197dcf3-fb39-4f9f-9a0d-1faf7b6ce938,73,36.77,67.37,2025-10-22 11:36:59
b38a47c9-cc9d-41ba-b384-283ec2975463,74,24.99,52.34,2025-10-22 11:37:15
0df4ff88-114b-4973-8847-f083e1732c24,88,6.83,9.86,2025-10-22 11:37:45
833bafef-6f20-413e-884a-4cf1513f9cb0,90,8.53,17.72,2025-10-22 11:37:54
9a77c705-4213-40b8-bebb-88d708edf6a5,61,4.03,10.34,2025-10-22 11:38:19
76766b0c-4231-4cb8-a123-7816a750c9ac,15,39.8,78.56,2025-10-22 11:38:45
26a78028-db20-47b1-b8f0-e13617706ead,15,10.2,22.3,2025-10-22 11:38:50
1e569bdd-dc77-454f-9174-1319dcb36ae2,58,10.04,24.56,2025-10-22 11:38:53
679a2a81-0686-4fb9-9534-1b7ef0ac2c0f,29,22.26,47.35,2025-10-22 11:38:58
88ff3000-5ef6-422b-9f72-96a072164656,99,40.05,73.21,2025-10-22 11:39:04
a76fe733-6dfa-4551-8e1d-ac8ffbee5188,74,44.28,81.91,2025-10-22 11:39:18
47a54f99-0d43-4851-92bb-eae70cf87ce7,86,23.4,46.01,2025-10-22 11:39:33
86d5b9bb-7f72-4924-b787-7bf38f9c05fd,41,45.9,87.84,2025-10-22 11:39:56
a62ca58f-84e1-43b5-9051-e2c6e3d51705,69,3.6,9.02,2025-10-22 11:40:20
a8b0541f-c52f-4890-8a8d-6a330a8c98ee,61,1.18,-0.23,2025-10-22 11:40:41
15379271-e9a8-46f6-b8dd-d21afff5816d,41,24.61,50.06,2025-10-22 11:40:42
a12bf199-5f72-4607-b06d-4900f303a948,33,25.78,51.31,2025-10-22 11:41:05
6c2639e1-934a-44cb-9744-9fd20153ee9f,25,31.78,62.5,2025-10-22 11:41:19
9a514c01-314e-4f6d-b39f-80ed1db99f17,61,39.07,69.38,2025-10-22 11:41:42
c1fbae32-d3b8-4aba-9c14-4bf3e51b4aac,87,29.66,60.43,2025-10-22 11:41:58
dd38b0a1-b08d-44c3-a5f0-05bf013d3c11,49,5.16,16.5,2025-10-22 11:42:17
539f4a4a-a12f-483a-a228-5752bb87194c,22,45.67,80.51,2025-10-22 11:42:21
828f44e8-1444-4b84-b798-51ed08208943,42,16.93,32.95,2025-10-22 11:42:38
b429017c-1af9-4837-802e-ec1f1a6e0c4b,34,44.1,83.2,2025-10-22 11:42:51
73d5ac5e-d4d4-4016-b2e5-1b0f4423f5e8,59,48.4,89.32,2025-10-22 11:42:59
9bbd83b5-1b71-4ae2-82b7-aecc9ee2553a,48,15.72,25.8,2025-10-22 11:43:19
363c3664-bc4f-4ca5-a042-29bef9e367ad,60,26.17,53.45,2025-10-22 11:43:34
c7a752b0-9326-49f3-95cb-7b511de0421c,2,43.28,81.67,2025-10-22 11:43:56
4aedc524-b42b-4a96-93eb-179e0eee3ea6,77,19.8,39.96,2025-10-22 11:44:16
bd244f65-cda0-4a68-9aa4-022e972f51bb,9,11.6,22.33,2025-10-22 11:44:27
ae336684-131f-4986-8d59-b862f3de53dc,2,45.89,86.56,2025-10-22 11:44:51
7f295d56-4b2e-4f74-b359-6724ad099d89,47,46.52,90.74,2025-10-22 11:45:21
3f987911-8509-46f3-932c-c82460a570b9,24,33.28,66.31,2025-10-22 11:45:22
c945fe5f-cb92-4035-9db3-fcaefa51081e,31,7.83,21.42,2025-10-22 11:45:34
86f570b2-058e-43eb-9918-0a6f3f4eb2de,73,27.91,54.46,2025-10-22 11:45:40
409f5abb-ebce-46fd-8974-c3d0a18b3619,3,17.09,30.55,2025-10-22 11:46:04
2ee4645f-1638-4b83-9b85-6d3deeb5b96d,62,14.48,33.55,2025-10-22 11:46:27
c6d5e52f-e724-434b-8d37-65cb4936f7e0,51,43.96,78.35,2025-10-22 11:46:33
a9a89486-365d-406b-b8b7-82b1da40c223,87,46.66,89.5,2025-10-22 11:46:51
6e0bdf9a-6279-4265-81a2-b3de4648bdea,57,49.55,88.76,2025-10-22 11:47:11
0bfccdb4-590d-4df0-86af-b30ba534eac4,47,25.93,46.82,2025-10-22 11:47:27
3ded9f7b-bc51-4fc7-900d-685295477bf0,2,16.83,35.53,2025-10-22 11:47:36
2b1e447f-d574-46c3-8f4e-25ba12c79bad,12,28.17,52.87,2025-10-22 11:47:51
16122e68-dff9-4fa1-8f8b-9f13b38c635c,29,15.68,34.02,2025-10-22 11:48:08
9d49106a-a290-45e3-becb-876519d397e8,41,35.22,61.32,2025-10-22 11:48:18
8b2346c6-0903-419f-b820-ace723e8bc1f,66,42.63,75.24,2025-10-22 11:48:23
b5781f88-ced6-4194-8e46-a2f2434c4abb,14,31.17,56.93,2025-10-22 11:48:33
d06f54d5-784c-4a7a-8859-1cdc9a15c0fc,87,20.73,36.22,2025-10-22 11:48:58
47212d33-bac7-4ba1-b64f-b82651c05069,40,7.53,14.7,2025-10-22 11:49:12
7a98cdb4-53e5-4dca-8bea-a601104a80da,23,23.27,45.47,2025-10-22 11:49:19
179c1dcb-bbe6-4310-9000-b468eeb8038e,27,35.6,66.35,2025-10-22 11:49:27
32446f25-84e5-41b6-b1d6-03d8b414b56d,79,23.3,42.93,2025-10-22 11:49:36
ce686ec1-4bd6-4fc8-b663-79240a4b78f2,81,31.76,60.03,2025-10-22 11:49:40
b1e76535-d9a8-4355-b969-d8f5b5d1f7ca,18,4.54,6.5,2025-10-22 11:49:53
f832ff8d-f473-4df4-a9c1-3294ed1069a2,60,17.75,31.89,2025-10-22 11:49:57
8c568a3c-26c3-4b53-9e2e-d203d259c8ed,43,42.8,83.58,2025-10-22 11:50:20
5c783d14-6a90-4d88-8d76-f2c43acccb9e,23,19.06,39.53,2025-10-22 11:50:24
e6471c7f-2f8b-4306-95f9-994ac5056e94,46,13.77,23.84,2025-10-22 11:50:50
fd050912-5ee8-4e09-ade5-f88fe618ba6b,36,17.21,34.29,2025-10-22 11:51:16
c1be0b4e-db49-408a-906f-189ca18db6e0,60,32.21,57.17,2025-10-22 11:51:46
ae195ee4-8494-4733-b1f9-8ca494efd08d,74,19.12,36.45,2025-10-22 11:52:00
97d9c864-84c5-4811-a2bd-10f6ca908730,63,44.48,79.02,2025-10-22 11:52:27
47e4cf64-db24-4f66-8bc6-aef330e2038f,45,39.63,69.52,2025-10-22 11:52:29
5554a258-9220-4a75-8ad0-fac057af5a90,75,21.88,38.87,2025-10-22 11:52:41
cb7bb0ac-a21f-4b47-8dca-2bef1e92fa3c,65,38.72,74.34,2025-10-22 11:53:08
3bfab4da-8675-4310-beda-4f8cdc0d4433,91,34.21,60.67,2025-10-22 11:53:12
2e7343dd-6ad5-4e46-a2c7-ff0c342c1593,95,49.03,87.27,2025-10-22 11:53:42
8981ca86-8a8a-4ccc-8190-99eb9c41650b,53,12.47,22.66,2025-10-22 11:54:02
db1e9c30-46a6-4696-a01d-183f57ddf37c,87,46.17,81.25,2025-10-22 11:54:22
b9a3575b-a25c-45dd-a367-a413cf0028d1,86,34.92,66.37,2025-10-22 11:54:38
f8775f93-68a3-4e90-b064-d2b445dc85eb,33,30.97,59.24,2025-10-22 11:54:54
a25dc307-2ffb-459b-9bb6-9382982bf3c3,27,25.24,49.01,2025-10-22 11:55:18
6d062270-e178-485d-932c-80906cc698c2,62,42.97,82.87,2025-10-22 11:55:29
520b05ca-a376-4b13-ad57-2526ecceb12e,20,42.08,81.09,2025-10-22 11:55:53
767695e2-828d-401e-b8d3-e410500d2acc,15,20.47,40.3,2025-10-22 11:56:08
36006304-49e4-4b88-84ea-c1786cb1960d,83,43.15,76.58,2025-10-22 11:56:13
5f8f92df-562c-486b-9e1c-c6e9aed414ed,45,34.15,61.58,2025-10-22 11:56:29
d1b90aee-e23e-48dc-be4d-94a3f2f117dd,95,12.31,26.55,2025-10-22 11:56:36
15d313e6-2943-486f-8f0f-35fe9bcd97c4,11,5.2,15.37,2025-10-22 11:57:06
b0324a78-61df-4bf4-a2ed-8e865418c0e9,41,42.45,77.32,2025-10-22 11:57:31
38106fc9-6cfd-494b-ad89-4b7588c3fd2c,23,32.78,59.51,2025-10-22 11:57:43
ff2b6bd0-4b95-45c3-b7c4-335106c650ca,48,5.68,7.88,2025-10-22 11:57:51
393edf25-9659-4e3a-b239-892f53fcc43e,48,3.81,10.12,2025-10-22 11:58:00
407df7ba-fca6-4c68-bcd1-3b65f0af383c,92,40.18,72.97,2025-10-22 11:58:29
5ea8e7a9-fa12-4177-92df-ae62c14e7343,63,1.27,8.46,2025-10-22 11:58:57
286e3000-6f18-49d6-aeaa-d4d4791a9b4f,77,10.39,25.13,2025-10-22 11:59:06
68325a57-27dd-402b-91bb-ded289922b70,32,25.05,44.22,2025-10-22 11:59:13
5c200c20-07d6-4175-948c-f229cd43295c,48,39.68,70.0,2025-10-22 11:59:40
43c5df00-ba8e-4080-b494-7e1e940fc979,52,15.08,33.97,2025-10-22 11:59:47
efd508fc-f6b7-45e1-affa-a2edd8303538,82,35.85,68.28,2025-10-22 11:59:52
50e81e16-4dbe-4051-9aa1-ddf281dd4bf2,79,46.12,88.52,2025-10-22 12:00:21
143b87b9-1547-430a-9e1c-7cd246d31c1c,50,12.01,20.91,2025-10-22 12:00:33
b9429d5f-319f-4efa-a6d0-fda4bd95c47b,82,10.49,21.19,2025-10-22 12:00:36
3ed0da07-a013-4e94-afad-d2034b06c5a6,86,4.73,14.09,2025-10-22 12:00:57
d20dbc57-debc-451d-bea7-ebbf474a886e,44,2.22,9.9,2025-10-22 12:01:01
7e41dbf1-f8fe-4bbb-ab77-4fc3ef24d0d1,3,33.2,62.23,2025-10-22 12:01:02
f1de8cdc-b979-4111-9cba-046f570eb4ff,64,30.31,56.31,2025-10-22 12:01:28
b8d631f7-3c5a-4663-b92f-ed5de085b55c,98,37.11,68.07,2025-10-22 12:01:41
c41a0b32-04b9-4704-ba04-b87c26039361,91,43.47,80.85,2025-10-22 12:01:52
85f8920c-8016-4780-8c42-9e9855d980d3,66,20.65,43.84,2025-10-22 12:01:59
623acdf6-16b6-4652-85a0-0956bad64b20,78,8.3,16.63,2025-10-22 12:02:18
72a8bfe0-d8dd-4502-9c3e-4c56bcd4c0f6,71,1.63,2.06,2025-10-22 12:02:24
4225024c-4e99-497c-b8f5-23aa09259818,53,23.4,46.3,2025-10-22 12:02:45
1d82f0cc-e640-4d47-9cbb-ae12dd8595ab,98,3.69,7.72,2025-10-22 12:03:01
f881ac38-ef2e-4364-9a09-90129f827b93,17,47.62,90.62,2025-10-22 12:03:07
210a2af3-27df-4e73-8fab-d8db7bd2392e,29,13.39,23.33,2025-10-22 12:03:31
8832c8e9-887d-4bf8-a94f-7ded292a87df,94,42.5,80.63,2025-10-22 12:03:32
7a43a057-3c65-4735-b0c3-3af6c68f63c3,93,25.93,48.47,2025-10-22 12:04:00
69c32b85-a169-4cd0-84bc-42e858877c6d,97,36.25,67.46,2025-10-22 12:04:02
1414cf79-7929-4460-8690-7cd0f626f8d9,84,20.04,38.1,2025-10-22 12:04:17
27da1de1-565d-4acc-b654-80a175dfa4b1,89,13.45,30.46,2025-10-22 12:04:19
2a8bd90a-12c5-44be-9c6e-e4f393ffc328,76,45.66,84.6,2025-10-22 12:04:35
8dc822dd-27db-458d-b429-8154a7380209,17,15.91,34.8,2025-10-22 12:04:57
bc07bd81-9142-41a8-964a-26570ad0ab90,71,27.04,48.78,2025-10-22 12:05:02
cb034831-bc94-4436-ad43-b2ffd4882330,29,15.03,29.33,2025-10-22 12:05:17
10f6b201-2c2c-4143-811c-ef92caa00f25,21,26.04,51.86,2025-10-22 12:05:40
fde7a058-32af-42d0-9bed-7012c28a209e,41,9.48,19.38,2025-10-22 12:05:46
734c8464-5f93-4d5b-8718-108c073c395d,17,15.18,29.99,2025-10-22 12:06:03
a858b64d-f2ec-4408-b8ab-8993c0a260a1,78,38.73,68.21,2025-10-22 12:06:06
71668a93-89ce-4671-b7cc-a234eebfd775,68,39.91,75.28,2025-10-22 12:06:32
cf5af390-2385-4219-9134-f2dbefee71ae,85,39.02,74.8,2025-10-22 12:06:35
a68f92ac-2d2f-4646-9a02-77b59acfaad5,86,3.87,9.18,2025-10-22 12:07:03
aa7811d9-7094-4ada-973b-cc727c9f223c,17,5.77,8.48,2025-10-22 12:07:31
a011242a-fade-452a-867b-867027fcf0ed,71,1.36,7.22,2025-10-22 12:07:42
dcb21a08-acd8-4caf-8452-4ae47fb04573,93,19.47,40.45,2025-10-22 12:08:08
5040b351-7cd2-4857-a8f5-d324cd3c86fb,37,48.96,94.37,2025-10-22 12:08:17
a2f1bd68-a003-4ac9-84c5-91e27f99b17a,94,36.86,64.92,2025-10-22 12:08:40
368b47a1-bd0b-4e96-bec4-7b5d2e6518d4,63,17.99,34.64,2025-10-22 12:09:09
bfdc2a25-fa08-4cb1-b992-0761ed5e1573,62,47.63,86.3,2025-10-22 12:09:22
73ad044a-022d-4bb2-97b5-7994e3486d91,66,26.47,52.56,2025-10-22 12:09:25
e0b3ffe6-18d2-48cf-8b0a-f451f6472f0f,85,2.84,11.04,2025-10-22 12:09:55
ac93830a-1fff-4d16-b650-55ca69ca80ee,51,3.37,10.39,2025-10-22 12:10:17
faf8f36e-7c4b-4a4f-9e6b-96e5ffb72abc,89,32.06,59.67,2025-10-22 12:10:21
47ee21d6-00cf-4702-8f21-5bc0d61a8eb8,16,45.19,79.36,2025-10-22 12:10:40
8fdb3964-8adb-4158-850c-e8046e11efd3,3,26.06,53.9,2025-10-22 12:11:08
a5672784-320c-460d-8542-e0ea16b2e340,31,33.91,62.04,2025-10-22 12:11:26
467f76c4-b5fe-4bb1-b072-58425bd7d0c9,14,13.39,29.53,2025-10-22 12:11:46
7bcd24b2-7cb9-4a56-8042-ce88457337d5,77,29.15,59.89,2025-10-22 12:12:00
01c51028-dabd-4bbc-9f0d-828b58bde76f,12,13.09,24.9,2025-10-22 12:12:30
34d4675b-c8fe-4765-b882-8d0c310cdf81,45,6.66,10.64,2025-10-22 12:13:00
a68da841-1835-4506-bbc9-ce87e0b1a7b1,84,49.17,94.22,2025-10-22 12:13:04
b87a4e60-d38b-4eee-98c4-b9ec86864123,73,46.19,88.18,2025-10-22 12:13:22
be59ea54-802d-4503-b5e6-9860b1f4cb3d,43,42.17,76.05,2025-10-22 12:13:47
84fb8ca0-2a44-4847-b0bf-4e89c4a6b5ff,46,18.35,30.7,2025-10-22 12:13:50
94acbfc0-2d9a-481f-aa67-f42406b0e89b,52,11.95,20.03,2025-10-22 12:13:51
241bba18-c2bf-48ba-b7a1-7758f3556a4b,25,37.28,66.91,2025-10-22 12:14:03
ca81c581-116c-4e6f-87fb-78e21dfcb56b,83,44.94,83.28,2025-10-22 12:14:16
6eaa9420-558f-466d-b50c-bec2533f6ff1,8,16.89,36.69,2025-10-22 12:14:42
89623008-f0fe-4392-8819-5faaeea86eeb,30,35.84,68.28,2025-10-22 12:14:50
f70eda0c-a4b4-4de2-8f20-1e1cfdee7f8d,61,4.79,6.25,2025-10-22 12:15:10
849245b0-3e08-4798-88e0-55e506bed443,29,4.95,10.94,2025-10-22 12:15:40
fd9390c5-c870-41e4-ac8e-2cad685260ad,67,46.11,83.28,2025-10-22 12:15:50
6dc69b29-8141-4e9e-a48a-ae5e061c184e,67,49.13,91.26,2025-10-22 12:16:01
25dd6446-a9f9-4b50-a3e1-d19699ec13de,1,25.61,47.81,2025-10-22 12:16:17
45bbc65e-a7c1-4df1-9a61-5f72a31fbf58,89,41.71,78.45,2025-10-22 12:16:19
d6cc74a2-72eb-4ba7-beea-829c6171dcdc,62,38.28,70.65,2025-10-22 12:16:33
93b841ef-7b7f-4a63-bb58-6e275a73fcca,87,38.79,76.58,2025-10-22 12:16:58
021a434b-aa93-4edb-95d1-b7352836de32,70,13.17,29.96,2025-10-22 12:17:00
14266047-783c-4cbb-abb6-aa8d2093803b,38,7.48,12.65,2025-10-22 12:17:23
a1c645aa-ac2a-4f7c-8ef5-a420db5c715d,70,48.1,86.14,2025-10-22 12:17:40
703a1d97-1660-412c-b2da-f661ee6dee3e,60,36.25,70.81,2025-10-22 12:17:44
4c23efb7-3a09-4a57-a10d-6a1422492387,93,29.41,51.36,2025-10-22 12:17:54
72a7ef85-691b-4e65-b465-3a9563299ffa,14,6.5,13.36,2025-10-22 12:18:13
c3764684-8ea2-495c-b91d-f080767e58bc,46,26.75,48.96,2025-10-22 12:18:40
3c14edb1-5cbb-4539-87ee-64bb21e4e955,72,40.7,80.57,2025-10-22 12:18:42
62ffdb03-efa9-420a-84c9-53fe4abfdfc5,97,20.83,38.87,2025-10-22 12:19:01
730c7409-0138-4a28-9cf0-ed3b42c08723,71,37.56,69.18,2025-10-22 12:19:11
c71eb8c4-2b25-49fb-b365-8a2eca5e9a3e,92,21.55,41.59,2025-10-22 12:19:33
8126c59f-af0e-4b2b-b4d3-586437d918d5,49,19.96,36.62,2025-10-22 12:19:49
085de990-b480-4440-8830-649699c93d96,93,46.91,83.53,2025-10-22 12:20:08
fd3c5f5e-e859-4cf5-abc8-1a6ffd911bc8,5,32.18,59.01,2025-10-22 12:20:31
6c6f4ace-fa17-4917-980b-9f399af186c8,33,31.42,63.75,2025-10-22 12:20:37
76e2c276-2b03-4d3a-949d-789c4a712d53,67,1.86,1.62,2025-10-22 12:20:55
0785ccdd-13fe-44e2-8b9b-29b927c971f6,40,33.78,62.36,2025-10-22 12:21:07
02293d8c-cb47-4807-9350-450e46c9a0e3,8,36.08,69.38,2025-10-22 12:21:30
8b7f7e49-ed09-413b-8411-977df9d68d22,89,27.38,55.32,2025-10-22 12:21:47
84fef359-0387-4db3-91a9-055f7f233e26,19,8.49,20.5,2025-10-22 12:21:53
ab4d7c4f-e83c-4623-b6b8-3838d82cf333,75,24.88,44.1,2025-10-22 12:22:09
99b8090b-ed99-4297-b13e-9101cbbbfeb5,91,28.15,54.7,2025-10-22 12:22:37
d08e8a51-36ee-4f56-b451-9279b1be15d6,92,9.15,21.87,2025-10-22 12:22:44
